hn_id,parent_story_id,kind,time,source_url,parent_title,text,suggested_label,label,notes
48598444,48595511,comment,1781876309,https://news.ycombinator.com/item?id=48598444,"Project Valhalla, Explained: How a Decade of Work Arrives in JDK 28","> But the difference in memory is fundamental. The JVM can now store the values themselves in the array, laid out densely one after another: 8 bytes per point (plus a possible null flag), in a contiguous block. No headers per element. No pointers. No jumping around the heap. How much was this article proof-read? Didn't they just get finished talking about how heap flattening won't work for objects with > 64-bit representations? Their `Point` is at least 65 bits (two 32-bit ints plus the null flag). The ""plus a possible null flag"" and oddly short following statements seem to suggest this was some AI that got sidetracked by trying to make emphatic statements... oh and also the ""[IMAGE: the same Point[] array in two variants..."" block halfway down the page is unfortunate.",practical_advice,technical_analysis,
48599385,48595511,comment,1781881114,https://news.ycombinator.com/item?id=48599385,"Project Valhalla, Explained: How a Decade of Work Arrives in JDK 28","> No headers per element. No pointers. No jumping around the heap. that smells of AI [1], and thus lazy writing. I'm all in for using AI to help you write, but if you don't put your voice to it then there's no reason to read it. [1] https://en.wikipedia.org/wiki/Wikipedia:Signs_of_AI_writing#...",,emotional_reaction,
48599662,48595511,comment,1781882556,https://news.ycombinator.com/item?id=48599662,"Project Valhalla, Explained: How a Decade of Work Arrives in JDK 28","Also, the images were ruinously far off from what they intended to convey. Dude, just draw a picture by hand & take a picture of it.",,emotional_reaction,
48599702,48595511,comment,1781882787,https://news.ycombinator.com/item?id=48599702,"Project Valhalla, Explained: How a Decade of Work Arrives in JDK 28","That particular section is indeed AI, though other parts of the article aren't: https://www.pangram.com/history/89b28cd1-58e6-4065-9f1d-111a...",emotional_reaction,emotional_reaction,
48599733,48595511,comment,1781882972,https://news.ycombinator.com/item?id=48599733,"Project Valhalla, Explained: How a Decade of Work Arrives in JDK 28",18446744073709551616 possible values and you can't spare 1 for null? :) TIL that Rust has NonZeroU64 which you can combine with Optional to get the required behaviour with only 64 bits per entry. [1] [1] https://doc.rust-lang.org/std/num/type.NonZeroU64.html,practical_advice,practical_advice,
48599181,48595511,comment,1781880147,https://news.ycombinator.com/item?id=48599181,"Project Valhalla, Explained: How a Decade of Work Arrives in JDK 28","The obviously used too much AI, I stopped after 2 paragraphs",practical_advice,emotional_reaction,
48599960,48595511,comment,1781884198,https://news.ycombinator.com/item?id=48599960,"Project Valhalla, Explained: How a Decade of Work Arrives in JDK 28","The first two paragraphs are > On June 15, Oracle engineer Lois Foltan confirmed what a good chunk of the industry had stopped believing: JEP 401: Value Classes and Objects will be integrated into the main OpenJDK repository and is targeting JDK 28. > The change is so large that the remaining committers were asked to hold off on bigger commits during the integration. The pull request alone adds over 197 thousand lines of code across 1,816 files. What in those paragraphs is obviously AI?",practical_advice,practical_advice,
48599193,48595511,comment,1781880201,https://news.ycombinator.com/item?id=48599193,"Project Valhalla, Explained: How a Decade of Work Arrives in JDK 28",> This is exactly the moment where non-nullability stops being cosmetics and becomes a lever for performance. Looks like they just missed the `!`. It should be `Point![]`.,technical_analysis,emotional_reaction,"borderline: analysis=1, practical=0, reaction=0"
48599882,48595511,comment,1781883741,https://news.ycombinator.com/item?id=48599882,"Project Valhalla, Explained: How a Decade of Work Arrives in JDK 28","I'm confused about the 2008 Bloomberg article image in the first slot... right after implying the effort started in 2014. With nothing mentioning anything in there. Is there a way we can request a ""flag as AI garbage"" downvote for articles? Or should we just flag them?",practical_advice,emotional_reaction,
48595972,48595511,comment,1781855364,https://news.ycombinator.com/item?id=48595972,"Project Valhalla, Explained: How a Decade of Work Arrives in JDK 28","I appreciate the hard work that went into the things that did make it into Valhalla eventually, but: > The model was powerful, but also mentally heavy No it isn't! it is this interpretation that kills off the null-safety debate entirely. Saying you have a variable that cannot be null is not a mentally taxing distinction, especially since everything is labelled thoroughly. > The team, faithful to the lesson “simplify the model for the user, even at the cost of the performance ceiling,” ultimately dismantled this dualism. but it would have simplified it for the user. The whole attitude and process around this and the other topics gives me very little faith that Java can be steered in a sensible direction here. The type system of a programming language is supposed to give convenient guarantees to the developer on a CPU that can only do numbers. There is no reason to reduce the optional(!) safety guarantees you can offer with the excuse of ""too mentally taxing"". Hell, they even get there half way by recognising: > the language model and the JVM model don’t have to overlap one hundred percent",practical_advice,technical_analysis,
48596131,48595511,comment,1781856824,https://news.ycombinator.com/item?id=48596131,"Project Valhalla, Explained: How a Decade of Work Arrives in JDK 28","> The whole attitude and process around this and the other topics gives me very little faith that Java can be steered in a sensible direction here. I agree. The stewardship of Java seems rather lacking - particularly when compared to that of .net, where MS etc. mostly seemed to make the correct decisions from the start. Does Java even have any value or mindshare at Oracle nowadays? The company seems to be a datacentre/compute business at this point, with appendiges for its legacy activities and a vast overhang of debt. I sometimes wonder if the only parts of Oracle that are still profitable are the Legal and Lawnmower divisions.",technical_analysis,technical_analysis,
48597155,48595511,comment,1781866655,https://news.ycombinator.com/item?id=48597155,"Project Valhalla, Explained: How a Decade of Work Arrives in JDK 28","First, your parent comment misunderstood what the section they were critiquing is referring to. It's not about nullability (which is orthogonal) but about reference/value projections. Now, as a member of the Java team (although I'm not directly involved in Valhalla), I'm obviously biased so let me just say that both designers and fans of programming language features would do well to remember two things: 1. Opinions about features are almost never universal, even among experts, and almost each of them is about a tradeoff where different people prefer different sides. It is rare that some scientific study settles the issue. 2. These preferences are often not evenly split. Even when both sides are equally confident that their preference is the right one, sometimes 80% or 90% of programmers share a preference. The people with the strongest opinions are more often than not in the minority, because most programmers don't think so much about the programming language (nor, I would say, should they). All of the language differences between .NET and Java fall in this ""non-consensus"" zone, and at least in one area I was deeply involved with, virtual thread, I can say that we thought that whatever we do we mustn't do what .NET did and that what they chose didn't work out well for them at all.",practical_advice,technical_analysis,
48597878,48595511,comment,1781872639,https://news.ycombinator.com/item?id=48597878,"Project Valhalla, Explained: How a Decade of Work Arrives in JDK 28","This is great advice and it applies to a lot more than just language features. Different architecture, deployment setups, QA approaches are all like this. It's always ""approach A is no good"", ""but company X uses approach A and they're doing very well"", ""yeah but look at all of these problems they have"". Maybe a fair argument but the approach B people also have their fair share of problems...",practical_advice,technical_analysis,"borderline: analysis=3, practical=0, reaction=2"
48597839,48595511,comment,1781872325,https://news.ycombinator.com/item?id=48597839,"Project Valhalla, Explained: How a Decade of Work Arrives in JDK 28","Value types kind of definitively don't have null, right? You can have a zero int but not a null int. So nullability is not entirely orthogonal to value types, its an advantage for value types where they are practical.",practical_advice,practical_advice,
48599895,48595511,comment,1781883830,https://news.ycombinator.com/item?id=48599895,"Project Valhalla, Explained: How a Decade of Work Arrives in JDK 28","What's wrong with what .NET did with threads? Having async tasks sharing the GUI thread seems like a nice feature. Will we be able to use virtual threads and structured concurrency with Swing, e.g. to wait for a background task in an event listener?",practical_advice,practical_advice,
48598043,48595511,comment,1781873827,https://news.ycombinator.com/item?id=48598043,"Project Valhalla, Explained: How a Decade of Work Arrives in JDK 28",".NET made different decisions. I was at a conference on scientific programming in Java very early on that Geoff Fox put on up at Syracuse and we had a list of requests from Sun that they didn't give us but Microsoft gave many of them right away. On the other hand I really like Java's all-virtual approach to inheritance because the .NET model gives programmers more ways to screw up and get confused. Both languages slipped in generics after 1.0. Java used type erasure in a way that made it so a List is really a List so generics could be retrofitted easily to existing code. .NET's implementation of generics let you do more but caused a rift in the ecosystem between generic and non-generic collections. I'd say long term Oracle's stewardship of Java has been very good. JDK 8 puts lambdas on your fingertips with a very fluent syntax that belies the idea that Java is terribly verbose. Since then Java has gotten steadily better release after release while maintaining great compatibility. I work with people who are conservative about updates because they are worried about breaking things but for the last few LTS releases I've said ""it ought to be really easy, let's give it a try"" and it is really easy and we get performance improvements we can feel.",technical_analysis,technical_analysis,
48599880,48595511,comment,1781883730,https://news.ycombinator.com/item?id=48599880,"Project Valhalla, Explained: How a Decade of Work Arrives in JDK 28","Java stagnated for quite a while. Seemed like everyone was stuck on Java 6 for about a decade. But JDK8 was a huge step forward. Lambdas, streams, and a date/time API that is the best I've seen.",,technical_analysis,"borderline: analysis=0, practical=0, reaction=0"
48596275,48595511,comment,1781858046,https://news.ycombinator.com/item?id=48596275,"Project Valhalla, Explained: How a Decade of Work Arrives in JDK 28","> The stewardship of Java seems rather lacking In what way? If anything Java's main developers (employed by Oracle for the most part, working on the completely open source and free OpenJDK) are extremely knowledgeable and are responsible a big jump in how fast the platform evolves. They have added proper algebraic data types to the language, delivered virtual threads and garbage collectors that decouple pause times from heap size. Like if anything, Java is at the best place it has ever been.",practical_advice,technical_analysis,
